period,area_code,area_name,gender,geography,age,n
2018-06-30,E01006098,Trafford 014A,Persons,LSOA,60,13
2018-06-30,E01006099,Trafford 014B,Females,LSOA,60,4
2018-06-30,E01006099,Trafford 014B,Males,LSOA,60,3
2018-06-30,E01006099,Trafford 014B,Persons,LSOA,60,7
2018-06-30,E01006102,Trafford 018A,Females,LSOA,60,7
2018-06-30,E01006102,Trafford 018A,Males,LSOA,60,6
2018-06-30,E01006102,Trafford 018A,Persons,LSOA,60,13
2018-06-30,E01006104,Trafford 017A,Females,LSOA,60,5
2018-06-30,E01006104,Trafford 017A,Males,LSOA,60,10
2018-06-30,E01006104,Trafford 017A,Persons,LSOA,60,15
2018-06-30,E01006105,Trafford 017B,Females,LSOA,60,12
2018-06-30,E01006105,Trafford 017B,Males,LSOA,60,7
2018-06-30,E01006105,Trafford 017B,Persons,LSOA,60,19
2018-06-30,E01006106,Trafford 017C,Females,LSOA,60,13
2018-06-30,E01006106,Trafford 017C,Males,LSOA,60,9
2018-06-30,E01006106,Trafford 017C,Persons,LSOA,60,22
2018-06-30,E01006107,Trafford 017D,Females,LSOA,60,11
2018-06-30,E01006107,Trafford 017D,Males,LSOA,60,18
2018-06-30,E01006107,Trafford 017D,Persons,LSOA,60,29
2018-06-30,E01006108,Trafford 017E,Females,LSOA,60,13
2018-06-30,E01006108,Trafford 017E,Males,LSOA,60,10
2018-06-30,E01006108,Trafford 017E,Persons,LSOA,60,23
2018-06-30,E01006109,Trafford 001A,Females,LSOA,60,6
2018-06-30,E01006109,Trafford 001A,Males,LSOA,60,6
2018-06-30,E01006109,Trafford 001A,Persons,LSOA,60,12
2018-06-30,E01006110,Trafford 001B,Females,LSOA,60,8
2018-06-30,E01006110,Trafford 001B,Males,LSOA,60,4
2018-06-30,E01006110,Trafford 001B,Persons,LSOA,60,12
2018-06-30,E01006111,Trafford 001C,Females,LSOA,60,8
2018-06-30,E01006111,Trafford 001C,Males,LSOA,60,6
2018-06-30,E01006111,Trafford 001C,Persons,LSOA,60,14
2018-06-30,E01006112,Trafford 001D,Females,LSOA,60,5
2018-06-30,E01006112,Trafford 001D,Males,LSOA,60,10
2018-06-30,E01006112,Trafford 001D,Persons,LSOA,60,15
2018-06-30,E01006113,Trafford 004A,Females,LSOA,60,17
2018-06-30,E01006113,Trafford 004A,Males,LSOA,60,6
2018-06-30,E01006113,Trafford 004A,Persons,LSOA,60,23
2018-06-30,E01006114,Trafford 004B,Females,LSOA,60,11
2018-06-30,E01006114,Trafford 004B,Males,LSOA,60,9
2018-06-30,E01006114,Trafford 004B,Persons,LSOA,60,20
2018-06-30,E01006115,Trafford 004C,Females,LSOA,60,9
2018-06-30,E01006115,Trafford 004C,Males,LSOA,60,12
2018-06-30,E01006115,Trafford 004C,Persons,LSOA,60,21
2018-06-30,E01006116,Trafford 002A,Females,LSOA,60,4
2018-06-30,E01006116,Trafford 002A,Males,LSOA,60,6
2018-06-30,E01006116,Trafford 002A,Persons,LSOA,60,10
2018-06-30,E01006117,Trafford 002B,Females,LSOA,60,18
2018-06-30,E01006117,Trafford 002B,Males,LSOA,60,17
2018-06-30,E01006117,Trafford 002B,Persons,LSOA,60,35
2018-06-30,E01006118,Trafford 002C,Females,LSOA,60,14
2018-06-30,E01006118,Trafford 002C,Males,LSOA,60,10
2018-06-30,E01006118,Trafford 002C,Persons,LSOA,60,24
2018-06-30,E01006119,Trafford 002D,Females,LSOA,60,22
2018-06-30,E01006119,Trafford 002D,Males,LSOA,60,13
2018-06-30,E01006119,Trafford 002D,Persons,LSOA,60,35
2018-06-30,E01006120,Trafford 010A,Females,LSOA,60,5
2018-06-30,E01006120,Trafford 010A,Males,LSOA,60,8
2018-06-30,E01006120,Trafford 010A,Persons,LSOA,60,13
2018-06-30,E01006121,Trafford 002E,Females,LSOA,60,15
2018-06-30,E01006121,Trafford 002E,Males,LSOA,60,9
2018-06-30,E01006121,Trafford 002E,Persons,LSOA,60,24
2018-06-30,E01006122,Trafford 005A,Females,LSOA,60,10
2018-06-30,E01006122,Trafford 005A,Males,LSOA,60,9
2018-06-30,E01006122,Trafford 005A,Persons,LSOA,60,19
2018-06-30,E01006123,Trafford 005B,Females,LSOA,60,8
2018-06-30,E01006123,Trafford 005B,Males,LSOA,60,16
2018-06-30,E01006123,Trafford 005B,Persons,LSOA,60,24
2018-06-30,E01006124,Trafford 005C,Females,LSOA,60,11
2018-06-30,E01006124,Trafford 005C,Males,LSOA,60,6
2018-06-30,E01006124,Trafford 005C,Persons,LSOA,60,17
2018-06-30,E01006125,Trafford 007A,Females,LSOA,60,12
2018-06-30,E01006125,Trafford 007A,Males,LSOA,60,14
2018-06-30,E01006125,Trafford 007A,Persons,LSOA,60,26
2018-06-30,E01006126,Trafford 007B,Females,LSOA,60,11
2018-06-30,E01006126,Trafford 007B,Males,LSOA,60,9
2018-06-30,E01006126,Trafford 007B,Persons,LSOA,60,20
2018-06-30,E01006127,Trafford 007C,Females,LSOA,60,7
2018-06-30,E01006127,Trafford 007C,Males,LSOA,60,6
2018-06-30,E01006127,Trafford 007C,Persons,LSOA,60,13
2018-06-30,E01006128,Trafford 005D,Females,LSOA,60,12
2018-06-30,E01006128,Trafford 005D,Males,LSOA,60,11
2018-06-30,E01006128,Trafford 005D,Persons,LSOA,60,23
2018-06-30,E01006129,Trafford 010B,Females,LSOA,60,5
2018-06-30,E01006129,Trafford 010B,Males,LSOA,60,5
2018-06-30,E01006129,Trafford 010B,Persons,LSOA,60,10
2018-06-30,E01006130,Trafford 007D,Females,LSOA,60,11
2018-06-30,E01006130,Trafford 007D,Males,LSOA,60,10
2018-06-30,E01006130,Trafford 007D,Persons,LSOA,60,21
2018-06-30,E01006131,Trafford 005E,Females,LSOA,60,11
2018-06-30,E01006131,Trafford 005E,Males,LSOA,60,11
2018-06-30,E01006131,Trafford 005E,Persons,LSOA,60,22
2018-06-30,E01006132,Trafford 007E,Females,LSOA,60,8
2018-06-30,E01006132,Trafford 007E,Males,LSOA,60,10
2018-06-30,E01006132,Trafford 007E,Persons,LSOA,60,18
2018-06-30,E01006133,Trafford 010C,Females,LSOA,60,14
2018-06-30,E01006133,Trafford 010C,Males,LSOA,60,9
2018-06-30,E01006133,Trafford 010C,Persons,LSOA,60,23
2018-06-30,E01006141,Trafford 003A,Females,LSOA,60,8
2018-06-30,E01006141,Trafford 003A,Males,LSOA,60,9
2018-06-30,E01006141,Trafford 003A,Persons,LSOA,60,17
2018-06-30,E01006142,Trafford 011A,Females,LSOA,60,10
2018-06-30,E01006142,Trafford 011A,Males,LSOA,60,6
2018-06-30,E01006142,Trafford 011A,Persons,LSOA,60,16
2018-06-30,E01006143,Trafford 011B,Females,LSOA,60,7
2018-06-30,E01006143,Trafford 011B,Males,LSOA,60,11
2018-06-30,E01006143,Trafford 011B,Persons,LSOA,60,18
2018-06-30,E01006144,Trafford 011C,Females,LSOA,60,11
2018-06-30,E01006144,Trafford 011C,Males,LSOA,60,13
2018-06-30,E01006144,Trafford 011C,Persons,LSOA,60,24
2018-06-30,E01006145,Trafford 004D,Females,LSOA,60,5
2018-06-30,E01006145,Trafford 004D,Males,LSOA,60,4
2018-06-30,E01006145,Trafford 004D,Persons,LSOA,60,9
2018-06-30,E01006146,Trafford 004E,Females,LSOA,60,9
2018-06-30,E01006146,Trafford 004E,Males,LSOA,60,11
2018-06-30,E01006146,Trafford 004E,Persons,LSOA,60,20
2018-06-30,E01006147,Trafford 012A,Females,LSOA,60,9
2018-06-30,E01006147,Trafford 012A,Males,LSOA,60,7
2018-06-30,E01006147,Trafford 012A,Persons,LSOA,60,16
2018-06-30,E01006148,Trafford 016A,Females,LSOA,60,11
2018-06-30,E01006148,Trafford 016A,Males,LSOA,60,11
2018-06-30,E01006148,Trafford 016A,Persons,LSOA,60,22
2018-06-30,E01006149,Trafford 012B,Females,LSOA,60,8
2018-06-30,E01006149,Trafford 012B,Males,LSOA,60,8
2018-06-30,E01006149,Trafford 012B,Persons,LSOA,60,16
2018-06-30,E01006150,Trafford 012C,Females,LSOA,60,11
2018-06-30,E01006150,Trafford 012C,Males,LSOA,60,12
2018-06-30,E01006150,Trafford 012C,Persons,LSOA,60,23
2018-06-30,E01006151,Trafford 016B,Females,LSOA,60,14
2018-06-30,E01006151,Trafford 016B,Males,LSOA,60,14
2018-06-30,E01006151,Trafford 016B,Persons,LSOA,60,28
2018-06-30,E01006152,Trafford 016C,Females,LSOA,60,13
2018-06-30,E01006152,Trafford 016C,Males,LSOA,60,17
2018-06-30,E01006152,Trafford 016C,Persons,LSOA,60,30
2018-06-30,E01006153,Trafford 016D,Females,LSOA,60,9
2018-06-30,E01006153,Trafford 016D,Males,LSOA,60,9
2018-06-30,E01006153,Trafford 016D,Persons,LSOA,60,18
2018-06-30,E01006154,Trafford 012D,Females,LSOA,60,11
2018-06-30,E01006154,Trafford 012D,Males,LSOA,60,7
2018-06-30,E01006154,Trafford 012D,Persons,LSOA,60,18
2018-06-30,E01006155,Trafford 006A,Females,LSOA,60,13
2018-06-30,E01006155,Trafford 006A,Males,LSOA,60,9
2018-06-30,E01006155,Trafford 006A,Persons,LSOA,60,22
2018-06-30,E01006156,Trafford 008A,Females,LSOA,60,6
2018-06-30,E01006156,Trafford 008A,Males,LSOA,60,12
2018-06-30,E01006156,Trafford 008A,Persons,LSOA,60,18
2018-06-30,E01006157,Trafford 006B,Females,LSOA,60,12
2018-06-30,E01006157,Trafford 006B,Males,LSOA,60,13
2018-06-30,E01006157,Trafford 006B,Persons,LSOA,60,25
2018-06-30,E01006158,Trafford 008B,Females,LSOA,60,13
2018-06-30,E01006158,Trafford 008B,Males,LSOA,60,7
2018-06-30,E01006158,Trafford 008B,Persons,LSOA,60,20
2018-06-30,E01006159,Trafford 006C,Females,LSOA,60,12
2018-06-30,E01006159,Trafford 006C,Males,LSOA,60,8
2018-06-30,E01006159,Trafford 006C,Persons,LSOA,60,20
2018-06-30,E01006160,Trafford 015B,Females,LSOA,60,9
2018-06-30,E01006160,Trafford 015B,Males,LSOA,60,10
2018-06-30,E01006160,Trafford 015B,Persons,LSOA,60,19
2018-06-30,E01006161,Trafford 015C,Females,LSOA,60,8
2018-06-30,E01006161,Trafford 015C,Males,LSOA,60,14
2018-06-30,E01006161,Trafford 015C,Persons,LSOA,60,22
2018-06-30,E01006162,Trafford 015D,Females,LSOA,60,11
2018-06-30,E01006162,Trafford 015D,Males,LSOA,60,6
2018-06-30,E01006162,Trafford 015D,Persons,LSOA,60,17
2018-06-30,E01006163,Trafford 015E,Females,LSOA,60,6
2018-06-30,E01006163,Trafford 015E,Males,LSOA,60,12
2018-06-30,E01006163,Trafford 015E,Persons,LSOA,60,18
2018-06-30,E01006164,Trafford 014C,Females,LSOA,60,9
2018-06-30,E01006164,Trafford 014C,Males,LSOA,60,9
2018-06-30,E01006164,Trafford 014C,Persons,LSOA,60,18
2018-06-30,E01006165,Trafford 012E,Females,LSOA,60,9
2018-06-30,E01006165,Trafford 012E,Males,LSOA,60,12
2018-06-30,E01006165,Trafford 012E,Persons,LSOA,60,21
2018-06-30,E01006166,Trafford 013A,Females,LSOA,60,17
2018-06-30,E01006166,Trafford 013A,Males,LSOA,60,16
2018-06-30,E01006166,Trafford 013A,Persons,LSOA,60,33
2018-06-30,E01006167,Trafford 019D,Males,LSOA,60,7
2018-06-30,E01006167,Trafford 019D,Persons,LSOA,60,13
2018-06-30,E01006169,Trafford 013B,Females,LSOA,60,7
2018-06-30,E01006169,Trafford 013B,Males,LSOA,60,6
2018-06-30,E01006169,Trafford 013B,Persons,LSOA,60,13
2018-06-30,E01006170,Trafford 013C,Females,LSOA,60,5
2018-06-30,E01006170,Trafford 013C,Males,LSOA,60,8
2018-06-30,E01006170,Trafford 013C,Persons,LSOA,60,13
2018-06-30,E01006171,Trafford 013D,Females,LSOA,60,14
2018-06-30,E01006171,Trafford 013D,Males,LSOA,60,19
2018-06-30,E01006171,Trafford 013D,Persons,LSOA,60,33
2018-06-30,E01006172,Trafford 016E,Females,LSOA,60,12
2018-06-30,E01006172,Trafford 016E,Males,LSOA,60,11
2018-06-30,E01006172,Trafford 016E,Persons,LSOA,60,23
2018-06-30,E01006173,Trafford 018B,Females,LSOA,60,11
2018-06-30,E01006173,Trafford 018B,Males,LSOA,60,7
2018-06-30,E01006173,Trafford 018B,Persons,LSOA,60,18
2018-06-30,E01006174,Trafford 014D,Females,LSOA,60,5
2018-06-30,E01006174,Trafford 014D,Males,LSOA,60,6
2018-06-30,E01006174,Trafford 014D,Persons,LSOA,60,11
2018-06-30,E01006175,Trafford 018C,Females,LSOA,60,9
2018-06-30,E01006175,Trafford 018C,Males,LSOA,60,9
2018-06-30,E01006175,Trafford 018C,Persons,LSOA,60,18
2018-06-30,E01006176,Trafford 018D,Females,LSOA,60,14
2018-06-30,E01006176,Trafford 018D,Males,LSOA,60,13
2018-06-30,E01006176,Trafford 018D,Persons,LSOA,60,27
2018-06-30,E01006177,Trafford 018E,Females,LSOA,60,7
2018-06-30,E01006177,Trafford 018E,Males,LSOA,60,7
2018-06-30,E01006177,Trafford 018E,Persons,LSOA,60,14
2018-06-30,E01006178,Trafford 014E,Females,LSOA,60,18
2018-06-30,E01006178,Trafford 014E,Males,LSOA,60,9
2018-06-30,E01006178,Trafford 014E,Persons,LSOA,60,27
2018-06-30,E01006179,Trafford 008C,Females,LSOA,60,9
2018-06-30,E01006179,Trafford 008C,Males,LSOA,60,13
2018-06-30,E01006179,Trafford 008C,Persons,LSOA,60,22
2018-06-30,E01006180,Trafford 011D,Females,LSOA,60,13
2018-06-30,E01006180,Trafford 011D,Males,LSOA,60,13
2018-06-30,E01006180,Trafford 011D,Persons,LSOA,60,26
2018-06-30,E01006181,Trafford 011E,Females,LSOA,60,6
2018-06-30,E01006181,Trafford 011E,Males,LSOA,60,15
2018-06-30,E01006181,Trafford 011E,Persons,LSOA,60,21
2018-06-30,E01006182,Trafford 006D,Females,LSOA,60,10
2018-06-30,E01006182,Trafford 006D,Males,LSOA,60,11
2018-06-30,E01006182,Trafford 006D,Persons,LSOA,60,21
2018-06-30,E01006183,Trafford 006E,Females,LSOA,60,13
2018-06-30,E01006183,Trafford 006E,Males,LSOA,60,14
2018-06-30,E01006183,Trafford 006E,Persons,LSOA,60,27
2018-06-30,E01006184,Trafford 008D,Females,LSOA,60,14
2018-06-30,E01006184,Trafford 008D,Males,LSOA,60,10
2018-06-30,E01006184,Trafford 008D,Persons,LSOA,60,24
2018-06-30,E01006185,Trafford 001E,Females,LSOA,60,8
2018-06-30,E01006185,Trafford 001E,Males,LSOA,60,11
2018-06-30,E01006185,Trafford 001E,Persons,LSOA,60,19
2018-06-30,E01006186,Trafford 003B,Females,LSOA,60,4
2018-06-30,E01006186,Trafford 003B,Males,LSOA,60,12
2018-06-30,E01006186,Trafford 003B,Persons,LSOA,60,16
2018-06-30,E01006187,Trafford 003C,Females,LSOA,60,9
2018-06-30,E01006187,Trafford 003C,Males,LSOA,60,11
2018-06-30,E01006187,Trafford 003C,Persons,LSOA,60,20
2018-06-30,E01006188,Trafford 001F,Females,LSOA,60,4
2018-06-30,E01006188,Trafford 001F,Males,LSOA,60,6
2018-06-30,E01006188,Trafford 001F,Persons,LSOA,60,10
2018-06-30,E01006189,Trafford 003D,Females,LSOA,60,10
2018-06-30,E01006189,Trafford 003D,Males,LSOA,60,13
2018-06-30,E01006189,Trafford 003D,Persons,LSOA,60,23
2018-06-30,E01006197,Trafford 010D,Females,LSOA,60,4
2018-06-30,E01006197,Trafford 010D,Males,LSOA,60,8
2018-06-30,E01006197,Trafford 010D,Persons,LSOA,60,12
2018-06-30,E01006198,Trafford 009A,Females,LSOA,60,9
2018-06-30,E01006198,Trafford 009A,Males,LSOA,60,3
2018-06-30,E01006198,Trafford 009A,Persons,LSOA,60,12
2018-06-30,E01006199,Trafford 009B,Females,LSOA,60,10
2018-06-30,E01006199,Trafford 009B,Males,LSOA,60,10
2018-06-30,E01006199,Trafford 009B,Persons,LSOA,60,20
2018-06-30,E01006200,Trafford 009C,Females,LSOA,60,6
2018-06-30,E01006200,Trafford 009C,Males,LSOA,60,12
2018-06-30,E01006200,Trafford 009C,Persons,LSOA,60,18
2018-06-30,E01006201,Trafford 009D,Females,LSOA,60,10
2018-06-30,E01006201,Trafford 009D,Males,LSOA,60,7
2018-06-30,E01006201,Trafford 009D,Persons,LSOA,60,17
2018-06-30,E01006202,Trafford 009E,Females,LSOA,60,6
2018-06-30,E01006202,Trafford 009E,Males,LSOA,60,14
2018-06-30,E01006202,Trafford 009E,Persons,LSOA,60,20
2018-06-30,E01006203,Trafford 010E,Females,LSOA,60,16
2018-06-30,E01006203,Trafford 010E,Males,LSOA,60,10
2018-06-30,E01006203,Trafford 010E,Persons,LSOA,60,26
2018-06-30,E02001259,Trafford 001,Females,MSOA,60,39
2018-06-30,E02001259,Trafford 001,Males,MSOA,60,43
2018-06-30,E02001259,Trafford 001,Persons,MSOA,60,82
2018-06-30,E02001260,Trafford 002,Females,MSOA,60,73
2018-06-30,E02001260,Trafford 002,Males,MSOA,60,55
2018-06-30,E02001260,Trafford 002,Persons,MSOA,60,128
2018-06-30,E02001261,Trafford 003,Females,MSOA,60,31
2018-06-30,E02001261,Trafford 003,Males,MSOA,60,45
2018-06-30,E02001261,Trafford 003,Persons,MSOA,60,76
2018-06-30,E02001262,Trafford 004,Females,MSOA,60,51
2018-06-30,E02001262,Trafford 004,Males,MSOA,60,42
2018-06-30,E02001262,Trafford 004,Persons,MSOA,60,93
2018-06-30,E02001263,Trafford 005,Females,MSOA,60,52
2018-06-30,E02001263,Trafford 005,Males,MSOA,60,53
2018-06-30,E02001263,Trafford 005,Persons,MSOA,60,105
2018-06-30,E02001264,Trafford 006,Females,MSOA,60,60
2018-06-30,E02001264,Trafford 006,Males,MSOA,60,55
2018-06-30,E02001264,Trafford 006,Persons,MSOA,60,115
2018-06-30,E02001265,Trafford 007,Females,MSOA,60,49
2018-06-30,E02001265,Trafford 007,Males,MSOA,60,49
2018-06-30,E02001265,Trafford 007,Persons,MSOA,60,98
2018-06-30,E02001266,Trafford 008,Females,MSOA,60,42
2018-06-30,E02001266,Trafford 008,Males,MSOA,60,42
2018-06-30,E02001266,Trafford 008,Persons,MSOA,60,84
2018-06-30,E02001267,Trafford 009,Females,MSOA,60,41
2018-06-30,E02001267,Trafford 009,Males,MSOA,60,46
2018-06-30,E02001267,Trafford 009,Persons,MSOA,60,87
2018-06-30,E02001268,Trafford 010,Females,MSOA,60,44
2018-06-30,E02001268,Trafford 010,Males,MSOA,60,40
2018-06-30,E02001268,Trafford 010,Persons,MSOA,60,84
2018-06-30,E02001269,Trafford 011,Females,MSOA,60,47
2018-06-30,E02001269,Trafford 011,Males,MSOA,60,58
2018-06-30,E02001269,Trafford 011,Persons,MSOA,60,105
2018-06-30,E02001270,Trafford 012,Females,MSOA,60,48
2018-06-30,E02001270,Trafford 012,Males,MSOA,60,46
2018-06-30,E02001270,Trafford 012,Persons,MSOA,60,94
2018-06-30,E02001271,Trafford 013,Females,MSOA,60,43
2018-06-30,E02001271,Trafford 013,Males,MSOA,60,49
2018-06-30,E02001271,Trafford 013,Persons,MSOA,60,92
2018-06-30,E02001272,Trafford 014,Females,MSOA,60,44
2018-06-30,E02001272,Trafford 014,Males,MSOA,60,32
2018-06-30,E02001272,Trafford 014,Persons,MSOA,60,76
2018-06-30,E02001273,Trafford 015,Females,MSOA,60,44
2018-06-30,E02001273,Trafford 015,Males,MSOA,60,47
2018-06-30,E02001273,Trafford 015,Persons,MSOA,60,91
2018-06-30,E02001274,Trafford 016,Females,MSOA,60,59
2018-06-30,E02001274,Trafford 016,Males,MSOA,60,62
2018-06-30,E02001274,Trafford 016,Persons,MSOA,60,121
2018-06-30,E02001275,Trafford 017,Females,MSOA,60,54
2018-06-30,E02001275,Trafford 017,Males,MSOA,60,54
2018-06-30,E02001275,Trafford 017,Persons,MSOA,60,108
2018-06-30,E02001276,Trafford 018,Females,MSOA,60,48
2018-06-30,E02001276,Trafford 018,Males,MSOA,60,42
2018-06-30,E02001276,Trafford 018,Persons,MSOA,60,90
2018-06-30,E02001277,Trafford 019,Females,MSOA,60,50
2018-06-30,E02001277,Trafford 019,Males,MSOA,60,41
2018-06-30,E02001277,Trafford 019,Persons,MSOA,60,91
2018-06-30,E02001278,Trafford 020,Females,MSOA,60,48
2018-06-30,E02001278,Trafford 020,Males,MSOA,60,49
2018-06-30,E02001278,Trafford 020,Persons,MSOA,60,97
2018-06-30,E02001279,Trafford 021,Females,MSOA,60,53
2018-06-30,E02001279,Trafford 021,Males,MSOA,60,54
2018-06-30,E02001279,Trafford 021,Persons,MSOA,60,107
2018-06-30,E02001280,Trafford 022,Females,MSOA,60,50
2018-06-30,E02001280,Trafford 022,Males,MSOA,60,50
2018-06-30,E02001280,Trafford 022,Persons,MSOA,60,100
2018-06-30,E02001281,Trafford 023,Females,MSOA,60,37
2018-06-30,E02001281,Trafford 023,Males,MSOA,60,52
2018-06-30,E02001281,Trafford 023,Persons,MSOA,60,89
2018-06-30,E02001282,Trafford 024,Females,MSOA,60,56
2018-06-30,E02001282,Trafford 024,Males,MSOA,60,42
2018-06-30,E02001282,Trafford 024,Persons,MSOA,60,98
2018-06-30,E02001283,Trafford 025,Females,MSOA,60,67
2018-06-30,E02001283,Trafford 025,Males,MSOA,60,51
2018-06-30,E02001283,Trafford 025,Persons,MSOA,60,118
2018-06-30,E02001284,Trafford 026,Females,MSOA,60,56
2018-06-30,E02001284,Trafford 026,Males,MSOA,60,51
2018-06-30,E02001284,Trafford 026,Persons,MSOA,60,107
2018-06-30,E02001285,Trafford 027,Females,MSOA,60,57
2018-06-30,E02001285,Trafford 027,Males,MSOA,60,68
2018-06-30,E02001285,Trafford 027,Persons,MSOA,60,125
2018-06-30,E02001286,Trafford 028,Females,MSOA,60,53
2018-06-30,E02001286,Trafford 028,Males,MSOA,60,53
2018-06-30,E02001286,Trafford 028,Persons,MSOA,60,106
2018-06-30,E05000819,Altrincham,Females,Electoral ward,60,78
2018-06-30,E05000819,Altrincham,Males,Electoral ward,60,60
2018-06-30,E05000819,Altrincham,Persons,Electoral ward,60,138
2018-06-30,E05000820,Ashton upon Mersey,Females,Electoral ward,60,61
2018-06-30,E05000820,Ashton upon Mersey,Males,Electoral ward,60,60
2018-06-30,E05000820,Ashton upon Mersey,Persons,Electoral ward,60,121
2018-06-30,E05000821,Bowdon,Females,Electoral ward,60,74
2018-06-30,E05000821,Bowdon,Males,Electoral ward,60,71
2018-06-30,E05000821,Bowdon,Persons,Electoral ward,60,145
2018-06-30,E05000822,Broadheath,Females,Electoral ward,60,77
2018-06-30,E05000822,Broadheath,Males,Electoral ward,60,68
2018-06-30,E05000822,Broadheath,Persons,Electoral ward,60,145
2018-06-30,E05000823,Brooklands,Females,Electoral ward,60,62
2018-06-30,E05000823,Brooklands,Males,Electoral ward,60,49
2018-06-30,E05000823,Brooklands,Persons,Electoral ward,60,111
2018-06-30,E05000824,Bucklow-St Martins,Females,Electoral ward,60,65
2018-06-30,E05000824,Bucklow-St Martins,Males,Electoral ward,60,72
2018-06-30,E05000824,Bucklow-St Martins,Persons,Electoral ward,60,137
2018-06-30,E05000825,Clifford,Females,Electoral ward,60,61
2018-06-30,E05000825,Clifford,Males,Electoral ward,60,52
2018-06-30,E05000825,Clifford,Persons,Electoral ward,60,113
2018-06-30,E05000826,Davyhulme East,Females,Electoral ward,60,85
2018-06-30,E05000826,Davyhulme East,Males,Electoral ward,60,68
2018-06-30,E05000826,Davyhulme East,Persons,Electoral ward,60,153
2018-06-30,E05000827,Davyhulme West,Females,Electoral ward,60,59
2018-06-30,E05000827,Davyhulme West,Males,Electoral ward,60,60
2018-06-30,E05000827,Davyhulme West,Persons,Electoral ward,60,119
2018-06-30,E05000828,Flixton,Females,Electoral ward,60,74
2018-06-30,E05000828,Flixton,Males,Electoral ward,60,64
2018-06-30,E05000828,Flixton,Persons,Electoral ward,60,138
2018-06-30,E05000829,Gorse Hill,Females,Electoral ward,60,60
2018-06-30,E05000829,Gorse Hill,Males,Electoral ward,60,72
2018-06-30,E05000829,Gorse Hill,Persons,Electoral ward,60,132
2018-06-30,E05000830,Hale Barns,Females,Electoral ward,60,65
2018-06-30,E05000830,Hale Barns,Males,Electoral ward,60,65
2018-06-30,E05000830,Hale Barns,Persons,Electoral ward,60,130
2018-06-30,E05000831,Hale Central,Females,Electoral ward,60,62
2018-06-30,E05000831,Hale Central,Males,Electoral ward,60,66
2018-06-30,E05000831,Hale Central,Persons,Electoral ward,60,128
2018-06-30,E05000832,Longford,Females,Electoral ward,60,58
2018-06-30,E05000832,Longford,Males,Electoral ward,60,60
2018-06-30,E05000832,Longford,Persons,Electoral ward,60,118
2018-06-30,E05000833,Priory,Females,Electoral ward,60,51
2018-06-30,E05000833,Priory,Males,Electoral ward,60,63
2018-06-30,E05000833,Priory,Persons,Electoral ward,60,114
2018-06-30,E05000834,St Mary's,Females,Electoral ward,60,81
2018-06-30,E05000834,St Mary's,Males,Electoral ward,60,75
